"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name"
"Achrosis recitata",0,1,"Achrosis recitata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Bioshifts_v2",NA,"Achrosis recitata","Achrosis recitata"
"Achrosis rigorata",1,1,"Achrosis rigorata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridqe","Bioshifts_v1",NA,"Achrosis rigorata","Achrosis rigorata"
"Achyrachaena mollis",1,1,"Achyrachaena mollis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3101208","Achyrachaena mollis","Achyrachaena mollis"
"Achyrocline alata",1,1,"Achyrocline alata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139547","Achyrocline alata","Achyrocline alata"
"Achyronychia cooperi",1,1,"Achyronychia cooperi","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085617","Achyronychia cooperi","Achyronychia cooperi"
"Acidota cruentata",1,1,"Acidota cruentata","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4444215","Acidota cruentata","Acidota cruentata"
"Acilius sulcatus",1,0,"Acilius sulcatus","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","gbif","GBIF:4470286","Acilius sulcatus","Acilius sulcatus"
"Clinopodium alpinum",1,1,"Clinopodium alpinum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:7307319","Acinos alpinus","Acinos alpinus"
"Clinopodium acinos",1,0,"Clinopodium acinos","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927118","Acinos arvensis","Acinos arvensis"
"Actinote guatemalena",0,1,"Actinote guatemalena","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1901076","Acinote guatemalena","Acinote guatemalena"
"Acmira catherinae",1,1,"Aricidea catherinae","Animalia","Annelida","Polychaeta",NA,"Paraonidae","gbif","GBIF:2318541","Acmira catherinae","Acmira catherinae"
"Acmispon americanus",1,1,"Acmispon americanus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975816","Acmispon americanus","Acmispon americanus var. americanus"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. argenteus"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. argophyllus"
"Acmispon argophyllus",1,1,"Acmispon argophyllus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372365","Acmispon argophyllus","Acmispon argophyllus var. fremontii"
"Acmispon argyraeus",1,1,"Acmispon argyraeus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372362","Acmispon argyraeus","Acmispon argyraeus var. multicaulis"
"Acmispon brachycarpus",1,1,"Acmispon brachycarpus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975809","Acmispon brachycarpus","Acmispon brachycarpus"
"Acmispon dendroideus",1,1,"Acmispon dendroideus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372357","Acmispon dendroideus","Acmispon dendroideus var. dendroideus"
"Acmispon denticulatus",1,1,"Acmispon denticulatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975805","Acmispon denticulatus","Acmispon denticulatus"
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber"
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber var. brevialatus"
"Acmispon nudatus",1,1,"Acmispon nudatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3908008","Acmispon glaber","Acmispon glaber var. brevialatus"
"Acmispon glaber",1,1,"Acmispon glaber","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7274828","Acmispon glaber","Acmispon glaber var. glaber"
"Acmispon grandiflorus",1,1,"Acmispon grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372350","Acmispon grandiflorus","Acmispon grandiflorus"
"Acmispon grandiflorus",1,1,"Acmispon grandiflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372350","Acmispon grandiflorus","Acmispon grandiflorus var. grandiflorus"
"Acmispon haydonii",1,1,"Acmispon haydonii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3908093","Acmispon haydonii","Acmispon haydonii"
"Acmispon heermannii",1,1,"Acmispon tomentosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10732853","Acmispon heermannii","Acmispon heermannii"
"Acmispon heermannii",1,1,"Acmispon tomentosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10732853","Acmispon heermannii","Acmispon heermannii var. heermannii"
"Acmispon junceus",1,1,"Acmispon junceus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372335","Acmispon junceus","Acmispon junceus"
"Acmispon maritimus",1,1,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975785","Acmispon maritimus","Acmispon maritimus"
"Acmispon maritimus",1,1,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975785","Acmispon maritimus","Acmispon maritimus var. brevivexillus"
"Acmispon maritimus",1,0,"Acmispon maritimus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975785","Acmispon maritimus","Acmispon maritimus var. maritimus"
"Acmispon micranthus",1,1,"Acmispon micranthus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3908036","Acmispon micranthus","Acmispon micranthus"
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis"
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis"
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. davidsonii"
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. davidsonii"
"Acmispon decumbens",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. nevadensis"
"Acmispon nevadensis",1,1,"Acmispon decumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:10721565","Acmispon nevadensis","Acmispon nevadensis var. nevadensis"
"Acmispon parviflorus",1,1,"Acmispon parviflorus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975796","Acmispon parviflorus","Acmispon parviflorus"
"Acmispon procumbens",1,1,"Acmispon procumbens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:6372312","Acmispon procumbens","Acmispon procumbens var. procumbens"
"Acmispon rigidus",1,1,"Acmispon rigidus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:3907980","Acmispon rigidus","Acmispon rigidus"
"Acmispon strigosus",1,1,"Acmispon strigosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:7529240","Acmispon strigosus","Acmispon strigosus"
"Acmispon wrangelianus",1,1,"Acmispon wrangelianus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2975801","Acmispon wrangelianus","Acmispon wrangelianus"
"Acolutha albipunctata",1,1,"Acolutha albipunctata","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1959649","Acolutha albipunctata","Acolutha albipunctata"
"Acolutha flavivitta",0,1,"Acolutha flavivitta","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1959655","Acolutha flavivitta","Acolutha flavivitta"
"Aconitum columbianum",1,1,"Aconitum columbianum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033668","Aconitum columbianum","Aconitum columbianum"
"Aconitum lycoctonum",1,1,"Aconitum lycoctonum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033675","Aconitum lycoctonum","Aconitum lycoctonum"
"Aconitum napellus",1,1,"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033665","Aconitum napellus","Aconitum napellus"
"Aconitum napellus",1,0,"Aconitum napellus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033665","Aconitum napellus","Aconitum napellus tauricum"
"Aconitum degenii",1,0,"Aconitum nasutum","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7276905","Aconitum paniculatum","Aconitum paniculatum"
"Koenigia davisiae",1,1,"Koenigia davisiae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9034333","Aconogonon davisiae","Aconogonon davisiae"
"Aconogonon davisiae",1,1,"Koenigia davisiae","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9034333","Aconogonon davisiae","Aconogonon davisiae"
"Aconogonon hookeri",1,1,"Koenigia hookeri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9060115","Aconogonon hookeri","Aconogonon hookeri"
"Koenigia hookeri",1,1,"Koenigia hookeri","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:9060115","Aconogonon hookeri","Aconogonon hookeri"
"Polygonum phytolaccifolium",1,1,"Koenigia phytolaccifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:8155922","Aconogonon phytolaccifolium","Aconogonon phytolaccifolium"
"Aconogonon phytolaccifolium",1,1,"Koenigia phytolaccifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:8155922","Aconogonon phytolaccifolium","Aconogonon phytolaccifolium"
"Acosmetia caliginosa",1,1,"Acosmetia caliginosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:8150836","Acosmetia caliginosa","Acosmetia caliginosa"
"Perezia microcephala",1,1,"Acourtia microcephala","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5388156","Acourtia microcephala","Acourtia microcephala"
"Acrocarpia paniculata",1,0,"Acrocarpia paniculata",NA,NA,"Phaeophyceae","Fucales","Sargassaceae","ncbi","NCBI:717668","Acrocarpia paniculata","Acrocarpia paniculata"
"Acrocephalus arundinaceus",1,1,"Acrocephalus arundinaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493128","Acrocephalus arundinaceus","Acrocephalus arundinaceus"
"Acrocephalus dumetorum",1,1,"Acrocephalus dumetorum","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493145","Acrocephalus dumetorum","Acrocephalus dumetorum"
"Acrocephalus palustris",1,1,"Acrocephalus palustris","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493136","Acrocephalus palustris","Acrocephalus palustris"
"Acrocephalus schoenobaenus",1,1,"Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493129","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus"
"Acrocephalus scirpaceus",1,0,"Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493118","Acrocephalus scirpacaeus","Acrocephalus scirpacaeus"
"Acrocephalus scirpaceus",1,1,"Acrocephalus scirpaceus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493118","Acrocephalus scirpaceus","Acrocephalus scirpaceus"
"Acrocephalus schoenobaenus",0,1,"Acrocephalus schoenobaenus","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","gbif","GBIF:2493129","Acrocephalus scoenobaenus","Acrocephalus scoenobaenus"
"Acroloxus lacustris",0,1,"Acroloxus lacustris","Animalia","Mollusca","Gastropoda",NA,"Acroloxidae","gbif","GBIF:4359157","Acroloxus lacustris","Acroloxus lacustris"
"Acroneuria abnormis",1,1,"Acroneuria abnormis","Animalia","Arthropoda","Insecta","Plecoptera","Perlidae","gbif","GBIF:2005130","Acroneuria abnormis","Acroneuria abnormis"
"Acronicta aceris",1,1,"Acronicta aceris","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782763","Acronicta aceris","Acronicta aceris"
"Acronicta alni",1,1,"Acronicta alni","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782726","Acronicta alni","Acronicta alni"
"Acronicta auricoma",1,1,"Acronicta auricoma","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782927","Acronicta auricoma","Acronicta auricoma"
"Acronicta cuspis",1,1,"Acronicta cuspis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:7825213","Acronicta cuspis","Acronicta cuspis"
"Acronicta euphorbiae",1,1,"Acronicta euphorbiae","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782727","Acronicta euphorbiae","Acronicta euphorbiae"
"Acronicta leporina",1,1,"Acronicta leporina","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1783043","Acronicta leporina","Acronicta leporina"
"Acronicta megacephala",1,1,"Acronicta megacephala","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782777","Acronicta megacephala","Acronicta megacephala"
"Acronicta menyanthidis",1,1,"Acronicta menyanthidis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1783037","Acronicta menyanthidis","Acronicta menyanthidis"
"Acronicta psi",1,1,"Acronicta psi","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782948","Acronicta psi","Acronicta psi"
"Acronicta rumicis",1,1,"Acronicta rumicis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782672","Acronicta rumicis","Acronicta rumicis"
"Acronicta strigosa",1,1,"Acronicta strigosa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1782841","Acronicta strigosa","Acronicta strigosa"
"Acronicta tridens",1,1,"Acronicta tridens","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1783016","Acronicta tridens","Acronicta tridens"
"Acropora cervicornis",1,0,"Acropora cervicornis","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184681","Acropora cervicornis","Acropora cervicornis"
"Acropora hyacinthus",1,1,"Acropora hyacinthus","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184675","Acropora hyacinthus","Acropora hyacinthus"
"Acropora muricata",1,1,"Acropora muricata","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:9779504","Acropora muricata","Acropora muricata"
"Acropora palmata",1,0,"Acropora palmata","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184657","Acropora palmata","Acropora palmata"
"Acropora pruinosa",1,1,"Acropora pruinosa","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184634","Acropora pruinosa","Acropora pruinosa"
"Acropora solitaryensis",1,1,"Acropora solitaryensis","Animalia","Cnidaria","Anthozoa","Scleractinia","Acroporidae","gbif","GBIF:5184685","Acropora solitaryensis","Acropora solitaryensis"
"Rhaponticum repens",1,1,"Rhaponticum repens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3142208","Acroptilon repens","Acroptilon repens"
"Acrossus depressus",1,1,"Acrossus depressus","Animalia","Arthropoda","Insecta","Coleoptera","Aphodiidae","gbif","GBIF:1068557","Acrossus depressus","Acrossus depressus"
"Aphodius luridus",1,1,"Acrossus luridus","Animalia","Arthropoda","Insecta","Coleoptera","Aphodiidae","gbif","GBIF:1068608","Acrossus luridus","Acrossus luridus"
"Acroteriobatus annulatus",0,1,"Acroteriobatus annulatus","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","gbif","GBIF:8502641","Acroteriobatus annulatus","Acroteriobatus annulatus"
"Acrotrichis intermedia",1,1,"Acrotrichis intermedia","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae","gbif","GBIF:4435795","Acrotrichis intermedia","Acrotrichis intermedia"
"Acrotrichis sericans",1,1,"Acrotrichis sericans","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae","gbif","GBIF:4435808","Acrotrichis sericans","Acrotrichis sericans"
"Acrotrichis thoracica",1,1,"Acrotrichis thoracica","Animalia","Arthropoda","Insecta","Coleoptera","Ptiliidae","gbif","GBIF:4435833","Acrotrichis thoracica","Acrotrichis thoracica"
"Actaea pachypoda",1,1,"Actaea pachypoda","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:5371705","Actaea pachypoda","Actaea pachypoda"
"Actaea rubra",1,1,"Actaea rubra","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:5371704","Actaea rubra","Actaea rubra"
"Actaea sp.",0,1,"Actaea sp.","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Bioshifts_v2",NA,"Actaea sp.","Actaea sp."
"Actaea spicata",1,1,"Actaea spicata","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:5371473","Actaea spicata","Actaea spicata"
"Actebia fennica",1,1,"Actebia fennica","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1787506","Actebia fennica","Actebia fennica"
"Actebia praecox",1,1,"Actebia praecox","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1787504","Actebia praecox","Actebia praecox"
"Actenoides concretus",1,1,"Actenoides concretus","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","gbif","GBIF:2475663","Actenoides concretus","Actenoides concretus"
"Acteocina canaliculata",1,1,"Acteocina canaliculata","Animalia","Mollusca","Gastropoda","Cephalaspidea","Tornatinidae","gbif","GBIF:2291631","Acteocina canaliculata","Acteocina canaliculata"
"Actinia tenebrosa",1,1,"Actinia tenebrosa","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","gbif","GBIF:8061655","Actinia tenebrosa","Actinia tenebrosa"
